evidence_scope,experiment,item,metric,value,unit,source,source_sha256
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-3,Penalty,0.00e+00,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-4,Corridor half-width (m),1000,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-4,C (10^8 RMB),23.2756,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-4,E (10^8 RMB),13.5137,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-4,L (km),22.350,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-4,Eco tunnel (km),0.00,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-4,Rmin (m),408,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-4,Penalty,0.00e+00,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-5,Corridor half-width (m),2000,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-5,C (10^8 RMB),22.6806,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-5,E (10^8 RMB),13.4983,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-5,L (km),22.275,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-5,Eco tunnel (km),0.01,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-5,Rmin (m),416,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-5,Penalty,0.00e+00,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-6,Corridor half-width (m),2500,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-6,C (10^8 RMB),22.3928,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-6,E (10^8 RMB),13.7042,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-6,L (km),22.494,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-6,Eco tunnel (km),0.01,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-6,Rmin (m),419,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical spectral-width sensitivity,row-6,Penalty,0.00e+00,as-source,敏感性分析（平、纵联合，重优化）/tables/表D9_走廊带半宽敏感性.csv,7053b31e948c7bc5c5c19a62c8dc0e14ea9b9866e6f789dfc3e71f318721e7e2
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-1,E_ext per side (m),50,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-1,C (10^8 RMB),22.8066,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-1,E (10^8 RMB),13.5446,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-1,L (km),22.383,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-1,Penalty,0.00e+00,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-2,E_ext per side (m),75,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-2,C (10^8 RMB),23.5512,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-2,E (10^8 RMB),13.5606,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-2,L (km),22.361,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-2,Penalty,0.00e+00,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-3,E_ext per side (m),100,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-3,C (10^8 RMB),24.7364,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-3,E (10^8 RMB),13.5611,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-3,L (km),22.464,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
historical-exploratory-free-endpoint,historical bridge-extension sensitivity,row-3,Penalty,0.00e+00,as-source,敏感性分析（平、纵联合，重优化）/tables/表D10_交叉桥延伸Eext敏感性.csv,4b3ecb68c172af4f5cb2ba061a25aee4bdad04fddd8e711741ab42796ae6c25f
