primary,comparator,metric,direction,IJS_feasible_comparator_not,comparator_feasible_IJS_not,feasibility_exact_p_raw,n_pairs,median_diff,ci_low,ci_high,p_raw,rank_biserial,p_holm,feasibility_exact_p_holm
V5_IJS,V1_JS,C,comparator_minus_IJS_positive_favors_IJS,0,0,1.0,20,-2853585.833028555,-10056255.076444387,2686108.4020688534,0.40909767150878906,-0.21904761904761905,0.43233489990234375,1.0
V5_IJS,GA,C,comparator_minus_IJS_positive_favors_IJS,0,0,1.0,20,194746048.02433395,190015453.44980597,198870030.85199428,1.9073486328125e-06,1.0,9.5367431640625e-06,1.0
V5_IJS,PSO,C,comparator_minus_IJS_positive_favors_IJS,0,0,1.0,20,73413674.18761969,59384377.096255064,87858476.02629781,1.9073486328125e-06,1.0,9.5367431640625e-06,1.0
V5_IJS,GWO,C,comparator_minus_IJS_positive_favors_IJS,0,0,1.0,20,12231653.999803305,-5877913.627058506,24051993.868827105,0.21616744995117188,0.3238095238095238,0.43233489990234375,1.0
V5_IJS,NSGA-II,C,comparator_minus_IJS_positive_favors_IJS,0,0,1.0,20,17815830.90846324,4563385.222919941,22373000.35749817,0.006389617919921875,0.6761904761904762,0.019168853759765625,1.0
