mode,direction,n,median_diff,ci_low,ci_high,p_raw,rank_biserial,feasible_rate,F_median,p_holm
plan_only,restricted_minus_joint; positive_favors_joint,10,0.003124634432113027,0.0018073277729357407,0.003515494569399258,0.001953125,1.0,1.0,0.8917970595797053,0.005859375
profile_only,restricted_minus_joint; positive_favors_joint,10,0.022041423763453916,0.021790877093399885,0.022347465507690456,0.001953125,1.0,1.0,0.91072437073122,0.005859375
sequential,restricted_minus_joint; positive_favors_joint,10,-0.003203271185980683,-0.005621124402091948,-0.002837523241071782,0.001953125,-1.0,1.0,0.8856108415768345,0.005859375
