scenario,direction,n,median_diff,ci_low,ci_high,p_raw,rank_biserial,feasible_rate,median_F,median_C_change_pct,median_E_change_pct,median_Tier1_change_km,p_holm
W250,scenario_minus_base; zero_is_robust,10,0.006395498898937091,0.006192572407056951,0.0067926690353542485,0.001953125,1.0,1.0,0.8950851921065865,1.324979738502996,-0.08101308053317102,0.3876141059555448,0.015625
W1000,scenario_minus_base; zero_is_robust,10,-0.007336738206267901,-0.007877328617554635,-0.006613579659254909,0.001953125,-1.0,1.0,0.881321849358255,-2.1704281216502364,-0.4043761634369314,0.0021568889837444427,0.015625
density_off,scenario_minus_base; zero_is_robust,10,-0.02127279646914354,-0.030823819859534085,-0.01818163414464863,0.001953125,-1.0,1.0,0.8677690562414391,-2.2492650315219853,-0.2515031393602596,1.0232788430524704,0.015625
raw_dem,scenario_minus_base; zero_is_robust,10,0.00026180018092269997,-0.00010735490509466983,0.0003500734749227741,0.193359375,0.4909090909090909,1.0,0.8887716653858,-0.026150381367856523,0.002731842239889204,0.004678074359610762,0.193359375
bridge_ext50,scenario_minus_base; zero_is_robust,10,-0.005454597561246999,-0.00751819705043999,-0.004480399271757369,0.001953125,-1.0,1.0,0.8831640865249466,-3.009103947145325,-0.010029415012735576,0.31827115631699,0.015625
bridge_ext100,scenario_minus_base; zero_is_robust,10,0.00274208015196431,0.002425343184280867,0.0032628811753500075,0.001953125,1.0,1.0,0.8915230264770634,1.4514364290295512,-0.06816702530939578,-0.0005619913552868949,0.015625
structure20,scenario_minus_base; zero_is_robust,10,0.0002995487564231847,5.854805592603318e-05,0.0005899010345306044,0.064453125,0.6727272727272727,1.0,0.8887749995465999,0.1834432258707719,-0.00815403256289593,-0.0001673111813375039,0.12890625
structure40,scenario_minus_base; zero_is_robust,10,-0.0010475523743464499,-0.0016736583369196811,-0.00021174061203904637,0.001953125,-1.0,1.0,0.8877404746657399,-0.5207528145173501,0.06202005908070296,0.0012950418344352954,0.015625
